"Parameter.Code","Parameter.Desc","Standard.Unit","Meth.Code","Duration.Code","Duration.Desc","Reported.Unit","Reported.Unit.Desc","Collection.Desc","Sample.Analysis.Disc","FED.MDL","Summary.Scale","Designated.Method.Desc","Designated.Method.ID","ABS.Max.Sample.Value","ABS.Min.Sample.Value","Conversion.Ind"
42602,"Nitrogen dioxide (NO2)",8,25,"1","1 HOUR",8,"Parts per billion","INSTRUMENTAL","CHEMILUMINESCENCE",5,1,"CSI 1600","RFNA-0977-025","400","-5","T"
42602,"Nitrogen dioxide (NO2)",8,31,"1","1 HOUR",1,"Micrograms/cubic meter (25 C)","INSTRUMENTAL","CHEMILUMINESCENCE",5,1,"MELOY NA530R","RFNA-1078-031","400","-5","T"
42602,"Nitrogen dioxide (NO2)",8,31,"1","1 HOUR",7,"Parts per million","INSTRUMENTAL","CHEMILUMINESCENCE",5,1,"MELOY NA530R","RFNA-1078-031","400","-5","T"
42602,"Nitrogen dioxide (NO2)",8,31,"1","1 HOUR",8,"Parts per billion","INSTRUMENTAL","CHEMILUMINESCENCE",5,1,"MELOY NA530R","RFNA-1078-031","400","-5","T"
42602,"Nitrogen dioxide (NO2)",8,34,"1","1 HOUR",1,"Micrograms/cubic meter (25 C)","INSTRUMENTAL","CHEMILUMINESCENCE",5,1,"BECKMAN 952A","RFNA-0179-034","400","-5","T"
42602,"Nitrogen dioxide (NO2)",8,34,"1","1 HOUR",7,"Parts per million","INSTRUMENTAL","CHEMILUMINESCENCE",5,1,"BECKMAN 952A","RFNA-0179-034","400","-5","T"
42602,"Nitrogen dioxide (NO2)",8,34,"1","1 HOUR",8,"Parts per billion","INSTRUMENTAL","CHEMILUMINESCENCE",5,1,"BECKMAN 952A","RFNA-0179-034","400","-5","T"
42602,"Nitrogen dioxide (NO2)",8,35,"1","1 HOUR",1,"Micrograms/cubic meter (25 C)","INSTRUMENTAL","CHEMILUMINESCENCE",5,1,"THERMO ELECTRON 14B/E","RFNA-0179-035","400","-5","T"
42602,"Nitrogen dioxide (NO2)",8,35,"1","1 HOUR",7,"Parts per million","INSTRUMENTAL","CHEMILUMINESCENCE",5,1,"THERMO ELECTRON 14B/E","RFNA-0179-035","400","-5","T"
42602,"Nitrogen dioxide (NO2)",8,35,"1","1 HOUR",8,"Parts per billion","INSTRUMENTAL","CHEMILUMINESCENCE",5,1,"THERMO ELECTRON 14B/E","RFNA-0179-035","400","-5","T"
42602,"Nitrogen dioxide (NO2)",8,35,"1","1 HOUR",40,"Parts per 100 million","INSTRUMENTAL","CHEMILUMINESCENCE",5,1,"THERMO ELECTRON 14B/E","RFNA-0179-035","400","-5","T"
42602,"Nitrogen dioxide (NO2)",8,37,"1","1 HOUR",1,"Micrograms/cubic meter (25 C)","INSTRUMENTAL","CHEMILUMINESCENCE",5,1,"THERMO ELECTRON 14D/E","RFNA-0279-037","400","-5","T"
42602,"Nitrogen dioxide (NO2)",8,37,"1","1 HOUR",7,"Parts per million","INSTRUMENTAL","CHEMILUMINESCENCE",5,1,"THERMO ELECTRON 14D/E","RFNA-0279-037","400","-5","T"
42602,"Nitrogen dioxide (NO2)",8,37,"1","1 HOUR",8,"Parts per billion","INSTRUMENTAL","CHEMILUMINESCENCE",5,1,"THERMO ELECTRON 14D/E","RFNA-0279-037","400","-5","T"
42602,"Nitrogen dioxide (NO2)",8,38,"1","1 HOUR",1,"Micrograms/cubic meter (25 C)","INSTRUMENTAL","CHEMILUMINESCENCE",5,1,"BENDIX 8101-B","RFNA-0479-038","400","-5","T"
42602,"Nitrogen dioxide (NO2)",8,38,"1","1 HOUR",7,"Parts per million","INSTRUMENTAL","CHEMILUMINESCENCE",5,1,"BENDIX 8101-B","RFNA-0479-038","400","-5","T"
42602,"Nitrogen dioxide (NO2)",8,38,"1","1 HOUR",8,"Parts per billion","INSTRUMENTAL","CHEMILUMINESCENCE",5,1,"BENDIX 8101-B","RFNA-0479-038","400","-5","T"
42602,"Nitrogen dioxide (NO2)",8,40,"1","1 HOUR",1,"Micrograms/cubic meter (25 C)","INSTRUMENTAL","CHEMILUMINESCENCE",5,1,"PHILIPS PW9762/02","RFNA-0879-040","400","-5","T"
42602,"Nitrogen dioxide (NO2)",8,40,"1","1 HOUR",7,"Parts per million","INSTRUMENTAL","CHEMILUMINESCENCE",5,1,"PHILIPS PW9762/02","RFNA-0879-040","400","-5","T"
42602,"Nitrogen dioxide (NO2)",8,40,"1","1 HOUR",8,"Parts per billion","INSTRUMENTAL","CHEMILUMINESCENCE",5,1,"PHILIPS PW9762/02","RFNA-0879-040","400","-5","T"
42602,"Nitrogen dioxide (NO2)",8,40,"1","1 HOUR",40,"Parts per 100 million","INSTRUMENTAL","CHEMILUMINESCENCE",5,1,"PHILIPS PW9762/02","RFNA-0879-040","400","-5","T"
42602,"Nitrogen dioxide (NO2)",8,42,"1","1 HOUR",1,"Micrograms/cubic meter (25 C)","INSTRUMENTAL","CHEMILUMINESCENCE",5,1,"MONITOR LABS 8840","RFNA-0280-042","400","-5","T"
42602,"Nitrogen dioxide (NO2)",8,42,"1","1 HOUR",7,"Parts per million","INSTRUMENTAL","CHEMILUMINESCENCE",5,1,"MONITOR LABS 8840","RFNA-0280-042","400","-5","T"
42602,"Nitrogen dioxide (NO2)",8,42,"1","1 HOUR",8,"Parts per billion","INSTRUMENTAL","CHEMILUMINESCENCE",5,1,"MONITOR LABS 8840","RFNA-0280-042","400","-5","T"
42602,"Nitrogen dioxide (NO2)",8,74,"1","1 HOUR",1,"Micrograms/cubic meter (25 C)","INSTRUMENTAL","CHEMILUMINESCENCE",1,1,"THERMO ENVIRON. INST. MODEL 42","RFNA-1289-074","400","-1","T"
42602,"Nitrogen dioxide (NO2)",8,74,"1","1 HOUR",7,"Parts per million","INSTRUMENTAL","CHEMILUMINESCENCE",1,1,"THERMO ENVIRON. INST. MODEL 42","RFNA-1289-074","400","-1","T"
42602,"Nitrogen dioxide (NO2)",8,74,"1","1 HOUR",8,"Parts per billion","INSTRUMENTAL","CHEMILUMINESCENCE",1,1,"THERMO ENVIRON. INST. MODEL 42","RFNA-1289-074","400","-1","T"
42602,"Nitrogen dioxide (NO2)",8,74,"1","1 HOUR",40,"Parts per 100 million","INSTRUMENTAL","CHEMILUMINESCENCE",1,1,"THERMO ENVIRON. INST. MODEL 42","RFNA-1289-074","400","-1","T"
42602,"Nitrogen dioxide (NO2)",8,74,"7","24 HOUR",1,"Micrograms/cubic meter (25 C)","INSTRUMENTAL","CHEMILUMINESCENCE",1,1,"THERMO ENVIRON. INST. MODEL 42","RFNA-1289-074","400","-1","T"
42602,"Nitrogen dioxide (NO2)",8,75,"1","1 HOUR",7,"Parts per million","LOW LEVEL NOX INSTRUMENTAL","TECO 42S CHEMILUMINESCENCE",0.05,1,"None","None","400","-0.05","T"
42602,"Nitrogen dioxide (NO2)",8,75,"1","1 HOUR",8,"Parts per billion","LOW LEVEL NOX INSTRUMENTAL","TECO 42S CHEMILUMINESCENCE",0.05,1,"None","None","400","-0.05","T"
42602,"Nitrogen dioxide (NO2)",8,82,"1","1 HOUR",1,"Micrograms/cubic meter (25 C)","INSTRUMENTAL","CHEMILUMINESCENCE",5,1,"ADVANCED POLL INSTR MODEL 200","RFNA-0691-082","400","-5","T"
42602,"Nitrogen dioxide (NO2)",8,82,"1","1 HOUR",7,"Parts per million","INSTRUMENTAL","CHEMILUMINESCENCE",5,1,"ADVANCED POLL INSTR MODEL 200","RFNA-0691-082","400","-5","T"
42602,"Nitrogen dioxide (NO2)",8,82,"1","1 HOUR",8,"Parts per billion","INSTRUMENTAL","CHEMILUMINESCENCE",5,1,"ADVANCED POLL INSTR MODEL 200","RFNA-0691-082","400","-5","T"
42602,"Nitrogen dioxide (NO2)",8,82,"1","1 HOUR",40,"Parts per 100 million","INSTRUMENTAL","CHEMILUMINESCENCE",5,1,"ADVANCED POLL INSTR MODEL 200","RFNA-0691-082","400","-5","T"
42602,"Nitrogen dioxide (NO2)",8,83,"1","1 HOUR",1,"Micrograms/cubic meter (25 C)","INSTRUMENTAL","CHEMILUMINESCENCE",5,1,"MONITOR LABS 8841","RFNA-0991-083","400","-5","T"
42602,"Nitrogen dioxide (NO2)",8,83,"1","1 HOUR",7,"Parts per million","INSTRUMENTAL","CHEMILUMINESCENCE",5,1,"MONITOR LABS 8841","RFNA-0991-083","400","-5","T"
42602,"Nitrogen dioxide (NO2)",8,83,"1","1 HOUR",8,"Parts per billion","INSTRUMENTAL","CHEMILUMINESCENCE",5,1,"MONITOR LABS 8841","RFNA-0991-083","400","-5","T"
42602,"Nitrogen dioxide (NO2)",8,89,"1","1 HOUR",7,"Parts per million","INSTRUMENTAL","GAS-PHASE CHEMILUMINESCENCE",5,1,"DASIBI EC MODEL 2108","RFNA-1192-089","400","-5","T"
42602,"Nitrogen dioxide (NO2)",8,89,"1","1 HOUR",8,"Parts per billion","INSTRUMENTAL","GAS-PHASE CHEMILUMINESCENCE",5,1,"DASIBI EC MODEL 2108","RFNA-1192-089","400","-5","T"
42602,"Nitrogen dioxide (NO2)",8,90,"1","1 HOUR",7,"Parts per million","INSTRUMENTAL","GAS-PHASE CHEMILUMINESCENCE",5,1,"ECOTECH/LEAR SIEGLER MCC ML9841","RFNA-1292-090","400","-5","T"
42602,"Nitrogen dioxide (NO2)",8,90,"1","1 HOUR",8,"Parts per billion","INSTRUMENTAL","GAS-PHASE CHEMILUMINESCENCE",5,1,"ECOTECH/LEAR SIEGLER MCC ML9841","RFNA-1292-090","400","-5","T"
42602,"Nitrogen dioxide (NO2)",8,99,"1","1 HOUR",1,"Micrograms/cubic meter (25 C)","INSTRUMENTAL","GAS PHASE CHEMILUMINESCENCE",2.7,1,"API MODEL 200A/E NO ANALYZER","RFNA-1194-099","400","-2.7","T"
42602,"Nitrogen dioxide (NO2)",8,99,"1","1 HOUR",7,"Parts per million","INSTRUMENTAL","GAS PHASE CHEMILUMINESCENCE",2.7,1,"API MODEL 200A/E NO ANALYZER","RFNA-1194-099","400","-2.7","T"
42602,"Nitrogen dioxide (NO2)",8,99,"1","1 HOUR",8,"Parts per billion","INSTRUMENTAL","GAS PHASE CHEMILUMINESCENCE",2.7,1,"API MODEL 200A/E NO ANALYZER","RFNA-1194-099","400","-2.7","T"
42602,"Nitrogen dioxide (NO2)",8,102,"1","1 HOUR",7,"Parts per million","INSTRUMENTAL","OPEN PATH NO ANALYZER",1,1,"OPSIS MODEL AR 500 SYSTEM","EQNA-0495-102","400","-1","T"
42602,"Nitrogen dioxide (NO2)",8,102,"1","1 HOUR",8,"Parts per billion","INSTRUMENTAL","OPEN PATH NO ANALYZER",1,1,"OPSIS MODEL AR 500 SYSTEM","EQNA-0495-102","400","-1","T"
42602,"Nitrogen dioxide (NO2)",8,104,"1","1 HOUR",7,"Parts per million","INSTRUMENTAL","GAS PHASE CHEMILUMINESCENCE",5,1,"ENV.SA MODEL AC 31M NO","RFNA-0795-104","400","-5","T"
42602,"Nitrogen dioxide (NO2)",8,104,"1","1 HOUR",8,"Parts per billion","INSTRUMENTAL","GAS PHASE CHEMILUMINESCENCE",5,1,"ENV.SA MODEL AC 31M NO","RFNA-0795-104","400","-5","T"
42602,"Nitrogen dioxide (NO2)",8,111,"1","1 HOUR",7,"Parts per million","INSTRUMENTAL","CHEMILUMINESCENCE",5,1,"HORIBA APNA-360","RFNA-0196-111","400","-5","T"
42602,"Nitrogen dioxide (NO2)",8,111,"1","1 HOUR",8,"Parts per billion","INSTRUMENTAL","CHEMILUMINESCENCE",5,1,"HORIBA APNA-360","RFNA-0196-111","400","-5","T"
42602,"Nitrogen dioxide (NO2)",8,121,"1","1 HOUR",7,"Parts per million","INSTRUMENTAL","CHEMILUMINESCENCE",5,1,"DDK CORP MODEL GLN-114E","RFNA-0798-121","400","-5","T"
42602,"Nitrogen dioxide (NO2)",8,121,"1","1 HOUR",8,"Parts per billion","INSTRUMENTAL","CHEMILUMINESCENCE",5,1,"DDK CORP MODEL GLN-114E","RFNA-0798-121","400","-5","T"
42602,"Nitrogen dioxide (NO2)",8,139,"1","1 HOUR",7,"Parts per million","Instrumental","Open Path NO2 Analyzer",1,1,"SANOA Longpath","EQOA-0400-139","400","-1","T"
42602,"Nitrogen dioxide (NO2)",8,139,"1","1 HOUR",8,"Parts per billion","Instrumental","Open Path NO2 Analyzer",1,1,"SANOA Longpath","EQOA-0400-139","400","-1","T"
42602,"Nitrogen dioxide (NO2)",8,146,"1","1 HOUR",1,"Micrograms/cubic meter (25 C)","E. S. A. Model AC32M","Chemiluminescent",1,1,"Environnement S. A. Model AC32M Chem NOX Analyzer","RFNA-0202-146","400","-1","T"
42602,"Nitrogen dioxide (NO2)",8,146,"1","1 HOUR",7,"Parts per million","E. S. A. Model AC32M","Chemiluminescent",1,1,"Environnement S. A. Model AC32M Chem NOX Analyzer","RFNA-0202-146","400","-1","T"
42602,"Nitrogen dioxide (NO2)",8,146,"1","1 HOUR",8,"Parts per billion","E. S. A. Model AC32M","Chemiluminescent",1,1,"Environnement S. A. Model AC32M Chem NOX Analyzer","RFNA-0202-146","400","-1","T"
42602,"Nitrogen dioxide (NO2)",8,146,"1","1 HOUR",40,"Parts per 100 million","E. S. A. Model AC32M","Chemiluminescent",1,1,"Environnement S. A. Model AC32M Chem NOX Analyzer","RFNA-0202-146","400","-1","T"
42602,"Nitrogen dioxide (NO2)",8,152,"1","1 HOUR",1,"Micrograms/cubic meter (25 C)","Instrumental","Chemiluminescent",5,1,"SIR S.A. Model S-5012","RFNA-0804-152","400","-5","T"
42602,"Nitrogen dioxide (NO2)",8,152,"1","1 HOUR",7,"Parts per million","Instrumental","Chemiluminescent",5,1,"SIR S.A. Model S-5012","RFNA-0804-152","400","-5","T"
42602,"Nitrogen dioxide (NO2)",8,152,"1","1 HOUR",8,"Parts per billion","Instrumental","Chemiluminescent",5,1,"SIR S.A. Model S-5012","RFNA-0804-152","400","-5","T"
42602,"Nitrogen dioxide (NO2)",8,152,"1","1 HOUR",40,"Parts per 100 million","Instrumental","Chemiluminescent",5,1,"SIR S.A. Model S-5012","RFNA-0804-152","400","-5","T"
42602,"Nitrogen dioxide (NO2)",8,157,"1","1 HOUR",7,"Parts per million","Instrumental","Chemiluminescence",5,1,"HORIBA APNA-370","RFNA-0506-157","400","-5","T"
42602,"Nitrogen dioxide (NO2)",8,157,"1","1 HOUR",8,"Parts per billion","Instrumental","Chemiluminescence",5,1,"HORIBA APNA-370","RFNA-0506-157","400","-5","T"
42602,"Nitrogen dioxide (NO2)",8,163,"1","1 HOUR",7,"Parts per million","Instrumental","Chemiluminescence",5,1,"Seres Model NOx 2000 G","RFNA-0706-163","400","-5","T"
42602,"Nitrogen dioxide (NO2)",8,163,"1","1 HOUR",8,"Parts per billion","Instrumental","Chemiluminescence",5,1,"Seres Model NOx 2000 G","RFNA-0706-163","400","-5","T"
42602,"Nitrogen dioxide (NO2)",8,171,"1","1 HOUR",7,"Parts per million","Instrumental","Chemiluminescence",5,1,"DKK-TOA Corp Model GLN-314E","RFNA-0508-171","1200","-5","T"
42602,"Nitrogen dioxide (NO2)",8,171,"1","1 HOUR",8,"Parts per billion","Instrumental","Chemiluminescence",5,1,"DKK-TOA Corp Model GLN-314E","RFNA-0508-171","1200","-5","T"
42602,"Nitrogen dioxide (NO2)",8,186,"1","1 HOUR",7,"Parts per million","Instrumental","Chemiluminescence",5,1,"Ecotech Serinus 40 Oxides of Nitrogen Analyzer","RFNA-0809-186","500","-5","T"
42602,"Nitrogen dioxide (NO2)",8,186,"1","1 HOUR",8,"Parts per billion","Instrumental","Chemiluminescence",5,1,"Ecotech Serinus 40 Oxides of Nitrogen Analyzer","RFNA-0809-186","500","-5","T"
42602,"Nitrogen dioxide (NO2)",8,200,"1","1 HOUR",7,"Parts per million","Teledyne-API Model 200EUP or T200UP","Photolytic-Chemiluminescence",0.1,1,"Teledyne API Chemiluminescence Nitrogen Oxides Analyzer Automated","EQNA-0512-200","2000","-0.1","T"
42602,"Nitrogen dioxide (NO2)",8,200,"1","1 HOUR",8,"Parts per billion","Teledyne-API Model 200EUP or T200UP","Photolytic-Chemiluminescence",0.1,1,"Teledyne API Chemiluminescence Nitrogen Oxides Analyzer Automated","EQNA-0512-200","2000","-0.1","T"
42602,"Nitrogen dioxide (NO2)",8,210,"1","1 HOUR",7,"Parts per million","Environnement S.A. Model AS32M ","Cavity Attenuated Phase Shift Spectroscopy ",0.04,1,"Environnement S.A. Model AS32M Nitrogen Dioxide Analyzer Automated ","EQNA-1013-210","1000","-0.04","T"
42602,"Nitrogen dioxide (NO2)",8,210,"1","1 HOUR",8,"Parts per billion","Environnement S.A. Model AS32M ","Cavity Attenuated Phase Shift Spectroscopy ",0.04,1,"Environnement S.A. Model AS32M Nitrogen Dioxide Analyzer Automated ","EQNA-1013-210","1000","-0.04","T"
42602,"Nitrogen dioxide (NO2)",8,212,"1","1 HOUR",7,"Parts per million","Teledyne Model T500U","Cavity Attenuated Phase Shift Spectroscopy",0.04,1,"Teledyne Advanced Pollution Instrumentation, Model T500U cavity attenuated phase shift spectroscopy Nitrogen Dioxide Ana","EQNA-0414-212","1000","-0.04","T"
42602,"Nitrogen dioxide (NO2)",8,212,"1","1 HOUR",8,"Parts per billion","Teledyne Model T500U","Cavity Attenuated Phase Shift Spectroscopy",0.04,1,"Teledyne Advanced Pollution Instrumentation, Model T500U cavity attenuated phase shift spectroscopy Nitrogen Dioxide Ana","EQNA-0414-212","1000","-0.04","T"
42602,"Nitrogen dioxide (NO2)",8,574,"1","1 HOUR",7,"Parts per million","Instrumental","Chemiluminescence Thermo Electron 42C-TL, 42i-TL",0.05,1,"THERMO ENVIRON. INST. MODEL 42","RFNA-1289-074","1000","-0.05","T"
42602,"Nitrogen dioxide (NO2)",8,574,"1","1 HOUR",8,"Parts per billion","Instrumental","Chemiluminescence Thermo Electron 42C-TL, 42i-TL",0.05,1,"THERMO ENVIRON. INST. MODEL 42","RFNA-1289-074","1000","-0.05","T"
42602,"Nitrogen dioxide (NO2)",8,590,"1","1 HOUR",7,"Parts per million","Instrumental","Chemiluminescence Ecotech EC9841T",0.05,1,"ECOTECH EC9841T","RFNA-1292-090","2000","-0.05","T"
42602,"Nitrogen dioxide (NO2)",8,590,"1","1 HOUR",8,"Parts per billion","Instrumental","Chemiluminescence Ecotech EC9841T",0.05,1,"ECOTECH EC9841T","RFNA-1292-090","2000","-0.05","T"
42602,"Nitrogen dioxide (NO2)",8,591,"1","1 HOUR",7,"Parts per million","Instrumental","Chemiluminescence Ecotech EC9843",0.05,1,"None","None","200","-0.05","T"
42602,"Nitrogen dioxide (NO2)",8,591,"1","1 HOUR",8,"Parts per billion","Instrumental","Chemiluminescence Ecotech EC9843",0.05,1,"None","None","200","-0.05","T"
42602,"Nitrogen dioxide (NO2)",8,599,"1","1 HOUR",7,"Parts per million","Instrumental","Chemiluminescence Teledyne API 200 EU/501",0.05,1,"API MODEL 200A/E NO ANALYZER","RFNA-1194-099","200","-0.2","T"
42602,"Nitrogen dioxide (NO2)",8,599,"1","1 HOUR",8,"Parts per billion","Instrumental","Chemiluminescence Teledyne API 200 EU/501",0.05,1,"API MODEL 200A/E NO ANALYZER","RFNA-1194-099","200","-0.2","T"
44201,"Ozone",7,3,"1","1 HOUR",1,"Micrograms/cubic meter (25 C)","INSTRUMENTAL","CHEMILUMINESCENCE",0.005,3,"MELOY 0A325-2R","RFOA-1075-003","0.5","-0.005","T"
44201,"Ozone",7,3,"1","1 HOUR",7,"Parts per million","INSTRUMENTAL","CHEMILUMINESCENCE",0.005,3,"MELOY 0A325-2R","RFOA-1075-003","0.5","-0.005","T"
44201,"Ozone",7,3,"1","1 HOUR",8,"Parts per billion","INSTRUMENTAL","CHEMILUMINESCENCE",0.005,3,"MELOY 0A325-2R","RFOA-1075-003","0.5","-0.005","T"
44201,"Ozone",7,4,"1","1 HOUR",1,"Micrograms/cubic meter (25 C)","INSTRUMENTAL","CHEMILUMINESCENCE",0.005,3,"MELOY 0A350-2R","RFOA-1075-004","0.5","-0.005","T"
44201,"Ozone",7,4,"1","1 HOUR",7,"Parts per million","INSTRUMENTAL","CHEMILUMINESCENCE",0.005,3,"MELOY 0A350-2R","RFOA-1075-004","0.5","-0.005","T"
44201,"Ozone",7,4,"1","1 HOUR",8,"Parts per billion","INSTRUMENTAL","CHEMILUMINESCENCE",0.005,3,"MELOY 0A350-2R","RFOA-1075-004","0.5","-0.005","T"
44201,"Ozone",7,7,"1","1 HOUR",1,"Micrograms/cubic meter (25 C)","INSTRUMENTAL","CHEMILUMINESCENCE",0.005,3,"BENDIX 8002","RFOA-0176-007","0.5","-0.005","T"
44201,"Ozone",7,7,"1","1 HOUR",7,"Parts per million","INSTRUMENTAL","CHEMILUMINESCENCE",0.005,3,"BENDIX 8002","RFOA-0176-007","0.5","-0.005","T"
44201,"Ozone",7,7,"1","1 HOUR",8,"Parts per billion","INSTRUMENTAL","CHEMILUMINESCENCE",0.005,3,"BENDIX 8002","RFOA-0176-007","0.5","-0.005","T"
44201,"Ozone",7,16,"1","1 HOUR",1,"Micrograms/cubic meter (25 C)","INSTRUMENTAL","CHEMILUMINESCENCE",0.005,3,"MCMILLAN 1100-3","RFOA-1076-016","0.5","-0.005","T"
44201,"Ozone",7,16,"1","1 HOUR",7,"Parts per million","INSTRUMENTAL","CHEMILUMINESCENCE",0.005,3,"MCMILLAN 1100-3","RFOA-1076-016","0.5","-0.005","T"
44201,"Ozone",7,16,"1","1 HOUR",8,"Parts per billion","INSTRUMENTAL","CHEMILUMINESCENCE",0.005,3,"MCMILLAN 1100-3","RFOA-1076-016","0.5","-0.005","T"
44201,"Ozone",7,17,"1","1 HOUR",1,"Micrograms/cubic meter (25 C)","INSTRUMENTAL","CHEMILUMINESCENCE",0.005,3,"MONITOR LABS 8410E","RFOA-1176-017","0.5","-0.005","T"
44201,"Ozone",7,17,"1","1 HOUR",7,"Parts per million","INSTRUMENTAL","CHEMILUMINESCENCE",0.005,3,"MONITOR LABS 8410E","RFOA-1176-017","0.5","-0.005","T"
44201,"Ozone",7,17,"1","1 HOUR",8,"Parts per billion","INSTRUMENTAL","CHEMILUMINESCENCE",0.005,3,"MONITOR LABS 8410E","RFOA-1176-017","0.5","-0.005","T"
44201,"Ozone",7,19,"1","1 HOUR",1,"Micrograms/cubic meter (25 C)","INSTRUMENTAL","ULTRA VIOLET",0.005,3,"DASIBI 1003-AH--PC--RS","EQOA-0577-019","0.5","-0.005","T"
44201,"Ozone",7,19,"1","1 HOUR",7,"Parts per million","INSTRUMENTAL","ULTRA VIOLET",0.005,3,"DASIBI 1003-AH--PC--RS","EQOA-0577-019","0.5","-0.005","T"
44201,"Ozone",7,19,"1","1 HOUR",8,"Parts per billion","INSTRUMENTAL","ULTRA VIOLET",0.005,3,"DASIBI 1003-AH--PC--RS","EQOA-0577-019","0.5","-0.005","T"
44201,"Ozone",7,19,"1","1 HOUR",40,"Parts per 100 million","INSTRUMENTAL","ULTRA VIOLET",0.005,3,"DASIBI 1003-AH--PC--RS","EQOA-0577-019","0.5","-0.005","T"
44201,"Ozone",7,20,"1","1 HOUR",1,"Micrograms/cubic meter (25 C)","INSTRUMENTAL","CHEMILUMINESCENCE",0.005,3,"BECKMAN 950A","RFOA-0577-020","0.5","-0.005","T"
44201,"Ozone",7,20,"1","1 HOUR",7,"Parts per million","INSTRUMENTAL","CHEMILUMINESCENCE",0.005,3,"BECKMAN 950A","RFOA-0577-020","0.5","-0.005","T"
44201,"Ozone",7,20,"1","1 HOUR",8,"Parts per billion","INSTRUMENTAL","CHEMILUMINESCENCE",0.005,3,"BECKMAN 950A","RFOA-0577-020","0.5","-0.005","T"
44201,"Ozone",7,23,"1","1 HOUR",1,"Micrograms/cubic meter (25 C)","INSTRUMENTAL","CHEMILUMINESCENCE RHODAMINE B DYE",0.005,3,"PHILIPS PW9771","EQOA-0777-023","0.5","-0.005","T"
44201,"Ozone",7,23,"1","1 HOUR",7,"Parts per million","INSTRUMENTAL","CHEMILUMINESCENCE RHODAMINE B DYE",0.005,3,"PHILIPS PW9771","EQOA-0777-023","0.5","-0.005","T"
44201,"Ozone",7,23,"1","1 HOUR",8,"Parts per billion","INSTRUMENTAL","CHEMILUMINESCENCE RHODAMINE B DYE",0.005,3,"PHILIPS PW9771","EQOA-0777-023","0.5","-0.005","T"
44201,"Ozone",7,36,"1","1 HOUR",1,"Micrograms/cubic meter (25 C)","INSTRUMENTAL","CHEMILUMINESCENCE",0.005,3,"CSI 2000","RFOA-0279-036","0.5","-0.005","T"
44201,"Ozone",7,36,"1","1 HOUR",7,"Parts per million","INSTRUMENTAL","CHEMILUMINESCENCE",0.005,3,"CSI 2000","RFOA-0279-036","0.5","-0.005","T"
44201,"Ozone",7,36,"1","1 HOUR",8,"Parts per billion","INSTRUMENTAL","CHEMILUMINESCENCE",0.005,3,"CSI 2000","RFOA-0279-036","0.5","-0.005","T"
44201,"Ozone",7,47,"1","1 HOUR",1,"Micrograms/cubic meter (25 C)","INSTRUMENTAL","ULTRA VIOLET",0.005,3,"THERMO ELECTRON 49","EQOA-0880-047","0.5","-0.005","T"
44201,"Ozone",7,47,"1","1 HOUR",7,"Parts per million","INSTRUMENTAL","ULTRA VIOLET",0.005,3,"THERMO ELECTRON 49","EQOA-0880-047","0.5","-0.005","T"
44201,"Ozone",7,47,"1","1 HOUR",8,"Parts per billion","INSTRUMENTAL","ULTRA VIOLET",0.005,3,"THERMO ELECTRON 49","EQOA-0880-047","0.5","-0.005","T"
44201,"Ozone",7,53,"1","1 HOUR",1,"Micrograms/cubic meter (25 C)","INSTRUMENTAL","ULTRA VIOLET",0.005,3,"MONITOR LABS 8810","EQOA-0881-053","0.5","-0.005","T"
44201,"Ozone",7,53,"1","1 HOUR",7,"Parts per million","INSTRUMENTAL","ULTRA VIOLET",0.005,3,"MONITOR LABS 8810","EQOA-0881-053","0.5","-0.005","T"
44201,"Ozone",7,53,"1","1 HOUR",8,"Parts per billion","INSTRUMENTAL","ULTRA VIOLET",0.005,3,"MONITOR LABS 8810","EQOA-0881-053","0.5","-0.005","T"
44201,"Ozone",7,55,"1","1 HOUR",1,"Micrograms/cubic meter (25 C)","INSTRUMENTAL","ULTRA VIOLET",0.005,3,"PCI OZONE CORP. LC-12","EQOA-0382-055","0.5","-0.005","T"
44201,"Ozone",7,55,"1","1 HOUR",7,"Parts per million","INSTRUMENTAL","ULTRA VIOLET",0.005,3,"PCI OZONE CORP. LC-12","EQOA-0382-055","0.5","-0.005","T"
44201,"Ozone",7,55,"1","1 HOUR",8,"Parts per billion","INSTRUMENTAL","ULTRA VIOLET",0.005,3,"PCI OZONE CORP. LC-12","EQOA-0382-055","0.5","-0.005","T"
44201,"Ozone",7,56,"1","1 HOUR",1,"Micrograms/cubic meter (25 C)","INSTRUMENTAL","ULTRA VIOLET",0.005,3,"DASIBI 1008-AH","EQOA-0383-056","0.5","-0.005","T"
44201,"Ozone",7,56,"1","1 HOUR",7,"Parts per million","INSTRUMENTAL","ULTRA VIOLET",0.005,3,"DASIBI 1008-AH","EQOA-0383-056","0.5","-0.005","T"
44201,"Ozone",7,56,"1","1 HOUR",8,"Parts per billion","INSTRUMENTAL","ULTRA VIOLET",0.005,3,"DASIBI 1008-AH","EQOA-0383-056","0.5","-0.005","T"
44201,"Ozone",7,56,"1","1 HOUR",40,"Parts per 100 million","INSTRUMENTAL","ULTRA VIOLET",0.005,3,"DASIBI 1008-AH","EQOA-0383-056","0.5","-0.005","T"
44201,"Ozone",7,78,"1","1 HOUR",1,"Micrograms/cubic meter (25 C)","INSTRUMENTAL","ULTRA VIOLET",0.005,3,"ENVIRONICS SERIES 300","EQOA-0990-078","0.5","-0.005","T"
