"Parameter.Code","Parameter.Desc","Standard.Unit","Meth.Code","Duration.Code","Duration.Desc","Reported.Unit","Reported.Unit.Desc","Collection.Desc","Sample.Analysis.Disc","FED.MDL","Summary.Scale","Designated.Method.Desc","Designated.Method.ID","ABS.Max.Sample.Value","ABS.Min.Sample.Value","Conversion.Ind"
12128,"Lead (TSP) STP",1,43,"7","24 HOUR",1,"Micrograms/cubic meter (25 C)","HI-VOL","ATOMIC ABSORPTION (ALT.EXTR.)",0.01,4,"ALTERNATE-EXTRACTION","EQL-0380-043","100","0","T"
12128,"Lead (TSP) STP",1,43,"7","24 HOUR",72,"Cubic feet/minute STP","HI-VOL","ATOMIC ABSORPTION (ALT.EXTR.)",0.01,4,"ALTERNATE-EXTRACTION","EQL-0380-043","100","0","T"
12128,"Lead (TSP) STP",1,43,"7","24 HOUR",77,"Micrograms","HI-VOL","ATOMIC ABSORPTION (ALT.EXTR.)",0.01,4,"ALTERNATE-EXTRACTION","EQL-0380-043","100","0","T"
12128,"Lead (TSP) STP",1,43,"7","24 HOUR",83,"Cubic meters/minute STP","HI-VOL","ATOMIC ABSORPTION (ALT.EXTR.)",0.01,4,"ALTERNATE-EXTRACTION","EQL-0380-043","100","0","T"
12128,"Lead (TSP) STP",1,43,"7","24 HOUR",119,"Cubic meters/minute LC","HI-VOL","ATOMIC ABSORPTION (ALT.EXTR.)",0.01,4,"ALTERNATE-EXTRACTION","EQL-0380-043","100","0","T"
12128,"Lead (TSP) STP",1,43,"8","1 MONTH",1,"Micrograms/cubic meter (25 C)","HI-VOL","ATOMIC ABSORPTION (ALT.EXTR.)",0.01,4,"ALTERNATE-EXTRACTION","EQL-0380-043","100","0","T"
12128,"Lead (TSP) STP",1,43,"8","1 MONTH",72,"Cubic feet/minute STP","HI-VOL","ATOMIC ABSORPTION (ALT.EXTR.)",0.01,4,"ALTERNATE-EXTRACTION","EQL-0380-043","100","0","T"
12128,"Lead (TSP) STP",1,43,"8","1 MONTH",77,"Micrograms","HI-VOL","ATOMIC ABSORPTION (ALT.EXTR.)",0.01,4,"ALTERNATE-EXTRACTION","EQL-0380-043","100","0","T"
12128,"Lead (TSP) STP",1,43,"8","1 MONTH",83,"Cubic meters/minute STP","HI-VOL","ATOMIC ABSORPTION (ALT.EXTR.)",0.01,4,"ALTERNATE-EXTRACTION","EQL-0380-043","100","0","T"
12128,"Lead (TSP) STP",1,43,"8","1 MONTH",119,"Cubic meters/minute LC","HI-VOL","ATOMIC ABSORPTION (ALT.EXTR.)",0.01,4,"ALTERNATE-EXTRACTION","EQL-0380-043","100","0","T"
12128,"Lead (TSP) STP",1,43,"C","COMPOSITE DATA",1,"Micrograms/cubic meter (25 C)","HI-VOL","ATOMIC ABSORPTION (ALT.EXTR.)",0.01,4,"ALTERNATE-EXTRACTION","EQL-0380-043","100","0","T"
12128,"Lead (TSP) STP",1,43,"C","COMPOSITE DATA",72,"Cubic feet/minute STP","HI-VOL","ATOMIC ABSORPTION (ALT.EXTR.)",0.01,4,"ALTERNATE-EXTRACTION","EQL-0380-043","100","0","T"
12128,"Lead (TSP) STP",1,43,"C","COMPOSITE DATA",77,"Micrograms","HI-VOL","ATOMIC ABSORPTION (ALT.EXTR.)",0.01,4,"ALTERNATE-EXTRACTION","EQL-0380-043","100","0","T"
12128,"Lead (TSP) STP",1,43,"C","COMPOSITE DATA",83,"Cubic meters/minute STP","HI-VOL","ATOMIC ABSORPTION (ALT.EXTR.)",0.01,4,"ALTERNATE-EXTRACTION","EQL-0380-043","100","0","T"
12128,"Lead (TSP) STP",1,43,"C","COMPOSITE DATA",119,"Cubic meters/minute LC","HI-VOL","ATOMIC ABSORPTION (ALT.EXTR.)",0.01,4,"ALTERNATE-EXTRACTION","EQL-0380-043","100","0","T"
12128,"Lead (TSP) STP",1,44,"7","24 HOUR",1,"Micrograms/cubic meter (25 C)","HI-VOL","FLAMELESS ATOMIC ABSORPTION (GFAA)",0.0075,4,"Pb-TSP/FLAMELESS-AA-(EPA)","EQL-0380-044","100","0","T"
12128,"Lead (TSP) STP",1,44,"7","24 HOUR",72,"Cubic feet/minute STP","HI-VOL","FLAMELESS ATOMIC ABSORPTION (GFAA)",0.0075,4,"Pb-TSP/FLAMELESS-AA-(EPA)","EQL-0380-044","100","0","T"
12128,"Lead (TSP) STP",1,44,"7","24 HOUR",77,"Micrograms","HI-VOL","FLAMELESS ATOMIC ABSORPTION (GFAA)",0.0075,4,"Pb-TSP/FLAMELESS-AA-(EPA)","EQL-0380-044","100","0","T"
12128,"Lead (TSP) STP",1,44,"7","24 HOUR",83,"Cubic meters/minute STP","HI-VOL","FLAMELESS ATOMIC ABSORPTION (GFAA)",0.0075,4,"Pb-TSP/FLAMELESS-AA-(EPA)","EQL-0380-044","100","0","T"
12128,"Lead (TSP) STP",1,44,"7","24 HOUR",119,"Cubic meters/minute LC","HI-VOL","FLAMELESS ATOMIC ABSORPTION (GFAA)",0.0075,4,"Pb-TSP/FLAMELESS-AA-(EPA)","EQL-0380-044","100","0","T"
12128,"Lead (TSP) STP",1,45,"7","24 HOUR",1,"Micrograms/cubic meter (25 C)","HI-VOL","EMISSION SPECTRA ICAP (ICP-OES)",0.0075,4,"Pb-TSP/ICAP SPECTRA (EPA)","EQL-0380-045","100","0","T"
12128,"Lead (TSP) STP",1,45,"7","24 HOUR",72,"Cubic feet/minute STP","HI-VOL","EMISSION SPECTRA ICAP (ICP-OES)",0.0075,4,"Pb-TSP/ICAP SPECTRA (EPA)","EQL-0380-045","100","0","T"
12128,"Lead (TSP) STP",1,45,"7","24 HOUR",77,"Micrograms","HI-VOL","EMISSION SPECTRA ICAP (ICP-OES)",0.0075,4,"Pb-TSP/ICAP SPECTRA (EPA)","EQL-0380-045","100","0","T"
12128,"Lead (TSP) STP",1,45,"7","24 HOUR",83,"Cubic meters/minute STP","HI-VOL","EMISSION SPECTRA ICAP (ICP-OES)",0.0075,4,"Pb-TSP/ICAP SPECTRA (EPA)","EQL-0380-045","100","0","T"
12128,"Lead (TSP) STP",1,45,"7","24 HOUR",119,"Cubic meters/minute LC","HI-VOL","EMISSION SPECTRA ICAP (ICP-OES)",0.0075,4,"Pb-TSP/ICAP SPECTRA (EPA)","EQL-0380-045","100","0","T"
12128,"Lead (TSP) STP",1,45,"C","COMPOSITE DATA",1,"Micrograms/cubic meter (25 C)","HI-VOL","EMISSION SPECTRA ICAP (ICP-OES)",0.0075,4,"Pb-TSP/ICAP SPECTRA (EPA)","EQL-0380-045","100","0","T"
12128,"Lead (TSP) STP",1,52,"7","24 HOUR",1,"Micrograms/cubic meter (25 C)","HI-VOL","X-RAY FLUORESCENCE",0.01,4,"WAVE LENGTH DISP XRF","EQL-0581-052","100","0","T"
12128,"Lead (TSP) STP",1,52,"7","24 HOUR",72,"Cubic feet/minute STP","HI-VOL","X-RAY FLUORESCENCE",0.01,4,"WAVE LENGTH DISP XRF","EQL-0581-052","100","0","T"
12128,"Lead (TSP) STP",1,52,"7","24 HOUR",77,"Micrograms","HI-VOL","X-RAY FLUORESCENCE",0.01,4,"WAVE LENGTH DISP XRF","EQL-0581-052","100","0","T"
12128,"Lead (TSP) STP",1,52,"7","24 HOUR",83,"Cubic meters/minute STP","HI-VOL","X-RAY FLUORESCENCE",0.01,4,"WAVE LENGTH DISP XRF","EQL-0581-052","100","0","T"
12128,"Lead (TSP) STP",1,52,"7","24 HOUR",119,"Cubic meters/minute LC","HI-VOL","X-RAY FLUORESCENCE",0.01,4,"WAVE LENGTH DISP XRF","EQL-0581-052","100","0","T"
12128,"Lead (TSP) STP",1,57,"7","24 HOUR",1,"Micrograms/cubic meter (25 C)","HI-VOL","EMISSION SPECTRA ICAP",0.01,4,"ICAP SPECTRA (MONTANA)","EQL-0483-057","100","0","T"
12128,"Lead (TSP) STP",1,57,"7","24 HOUR",72,"Cubic feet/minute STP","HI-VOL","EMISSION SPECTRA ICAP",0.01,4,"ICAP SPECTRA (MONTANA)","EQL-0483-057","100","0","T"
12128,"Lead (TSP) STP",1,57,"7","24 HOUR",77,"Micrograms","HI-VOL","EMISSION SPECTRA ICAP",0.01,4,"ICAP SPECTRA (MONTANA)","EQL-0483-057","100","0","T"
12128,"Lead (TSP) STP",1,57,"7","24 HOUR",83,"Cubic meters/minute STP","HI-VOL","EMISSION SPECTRA ICAP",0.01,4,"ICAP SPECTRA (MONTANA)","EQL-0483-057","100","0","T"
12128,"Lead (TSP) STP",1,57,"7","24 HOUR",119,"Cubic meters/minute LC","HI-VOL","EMISSION SPECTRA ICAP",0.01,4,"ICAP SPECTRA (MONTANA)","EQL-0483-057","100","0","T"
12128,"Lead (TSP) STP",1,58,"7","24 HOUR",1,"Micrograms/cubic meter (25 C)","HI-VOL","X-RAY FLUORESCENCE",0.01,4,"ENERGY-DISP XRF","EQL-0783-058","100","0","T"
12128,"Lead (TSP) STP",1,58,"7","24 HOUR",72,"Cubic feet/minute STP","HI-VOL","X-RAY FLUORESCENCE",0.01,4,"ENERGY-DISP XRF","EQL-0783-058","100","0","T"
12128,"Lead (TSP) STP",1,58,"7","24 HOUR",77,"Micrograms","HI-VOL","X-RAY FLUORESCENCE",0.01,4,"ENERGY-DISP XRF","EQL-0783-058","100","0","T"
12128,"Lead (TSP) STP",1,58,"7","24 HOUR",83,"Cubic meters/minute STP","HI-VOL","X-RAY FLUORESCENCE",0.01,4,"ENERGY-DISP XRF","EQL-0783-058","100","0","T"
12128,"Lead (TSP) STP",1,58,"7","24 HOUR",119,"Cubic meters/minute LC","HI-VOL","X-RAY FLUORESCENCE",0.01,4,"ENERGY-DISP XRF","EQL-0783-058","100","0","T"
12128,"Lead (TSP) STP",1,59,"7","24 HOUR",1,"Micrograms/cubic meter (25 C)","HI-VOL","FLAMELESS ATOMIC ABSORPTION (GFAA)",0.0075,4,"Pb-TSP/FLAMELESS AA","EQL-0785-059","100","0","T"
12128,"Lead (TSP) STP",1,59,"7","24 HOUR",72,"Cubic feet/minute STP","HI-VOL","FLAMELESS ATOMIC ABSORPTION (GFAA)",0.0075,4,"Pb-TSP/FLAMELESS AA","EQL-0785-059","100","0","T"
12128,"Lead (TSP) STP",1,59,"7","24 HOUR",77,"Micrograms","HI-VOL","FLAMELESS ATOMIC ABSORPTION (GFAA)",0.0075,4,"Pb-TSP/FLAMELESS AA","EQL-0785-059","100","0","T"
12128,"Lead (TSP) STP",1,59,"7","24 HOUR",83,"Cubic meters/minute STP","HI-VOL","FLAMELESS ATOMIC ABSORPTION (GFAA)",0.0075,4,"Pb-TSP/FLAMELESS AA","EQL-0785-059","100","0","T"
12128,"Lead (TSP) STP",1,59,"7","24 HOUR",119,"Cubic meters/minute LC","HI-VOL","FLAMELESS ATOMIC ABSORPTION (GFAA)",0.0075,4,"Pb-TSP/FLAMELESS AA","EQL-0785-059","100","0","T"
12128,"Lead (TSP) STP",1,68,"7","24 HOUR",1,"Micrograms/cubic meter (25 C)","HI-VOL","EMISSION SPECTRA ICAP",0.01,4,"ICAP SPECTRA (RHODE ISLAND)","EQL-0888-068","100","0","T"
12128,"Lead (TSP) STP",1,68,"7","24 HOUR",72,"Cubic feet/minute STP","HI-VOL","EMISSION SPECTRA ICAP",0.01,4,"ICAP SPECTRA (RHODE ISLAND)","EQL-0888-068","100","0","T"
12128,"Lead (TSP) STP",1,68,"7","24 HOUR",77,"Micrograms","HI-VOL","EMISSION SPECTRA ICAP",0.01,4,"ICAP SPECTRA (RHODE ISLAND)","EQL-0888-068","100","0","T"
12128,"Lead (TSP) STP",1,68,"7","24 HOUR",83,"Cubic meters/minute STP","HI-VOL","EMISSION SPECTRA ICAP",0.01,4,"ICAP SPECTRA (RHODE ISLAND)","EQL-0888-068","100","0","T"
12128,"Lead (TSP) STP",1,68,"7","24 HOUR",119,"Cubic meters/minute LC","HI-VOL","EMISSION SPECTRA ICAP",0.01,4,"ICAP SPECTRA (RHODE ISLAND)","EQL-0888-068","100","0","T"
12128,"Lead (TSP) STP",1,68,"C","COMPOSITE DATA",1,"Micrograms/cubic meter (25 C)","HI-VOL","EMISSION SPECTRA ICAP",0.01,4,"ICAP SPECTRA (RHODE ISLAND)","EQL-0888-068","100","0","T"
12128,"Lead (TSP) STP",1,68,"C","COMPOSITE DATA",72,"Cubic feet/minute STP","HI-VOL","EMISSION SPECTRA ICAP",0.01,4,"ICAP SPECTRA (RHODE ISLAND)","EQL-0888-068","100","0","T"
12128,"Lead (TSP) STP",1,68,"C","COMPOSITE DATA",77,"Micrograms","HI-VOL","EMISSION SPECTRA ICAP",0.01,4,"ICAP SPECTRA (RHODE ISLAND)","EQL-0888-068","100","0","T"
12128,"Lead (TSP) STP",1,68,"C","COMPOSITE DATA",83,"Cubic meters/minute STP","HI-VOL","EMISSION SPECTRA ICAP",0.01,4,"ICAP SPECTRA (RHODE ISLAND)","EQL-0888-068","100","0","T"
12128,"Lead (TSP) STP",1,68,"C","COMPOSITE DATA",119,"Cubic meters/minute LC","HI-VOL","EMISSION SPECTRA ICAP",0.01,4,"ICAP SPECTRA (RHODE ISLAND)","EQL-0888-068","100","0","T"
12128,"Lead (TSP) STP",1,69,"7","24 HOUR",1,"Micrograms/cubic meter (25 C)","HI-VOL","EMISSION SPECTRA ICAP",0.01,4,"ICAP SPECTRA (NE & T)","EQL-1188-069","100","0","T"
12128,"Lead (TSP) STP",1,69,"7","24 HOUR",72,"Cubic feet/minute STP","HI-VOL","EMISSION SPECTRA ICAP",0.01,4,"ICAP SPECTRA (NE & T)","EQL-1188-069","100","0","T"
12128,"Lead (TSP) STP",1,69,"7","24 HOUR",77,"Micrograms","HI-VOL","EMISSION SPECTRA ICAP",0.01,4,"ICAP SPECTRA (NE & T)","EQL-1188-069","100","0","T"
12128,"Lead (TSP) STP",1,69,"7","24 HOUR",83,"Cubic meters/minute STP","HI-VOL","EMISSION SPECTRA ICAP",0.01,4,"ICAP SPECTRA (NE & T)","EQL-1188-069","100","0","T"
12128,"Lead (TSP) STP",1,69,"7","24 HOUR",119,"Cubic meters/minute LC","HI-VOL","EMISSION SPECTRA ICAP",0.01,4,"ICAP SPECTRA (NE & T)","EQL-1188-069","100","0","T"
12128,"Lead (TSP) STP",1,70,"7","24 HOUR",1,"Micrograms/cubic meter (25 C)","HI-VOL","EMISSION SPECTRA ICAP",0.01,4,"ICAP SPECTRA (S.V.LABS)","EQL-1288-070","100","0","T"
12128,"Lead (TSP) STP",1,70,"7","24 HOUR",72,"Cubic feet/minute STP","HI-VOL","EMISSION SPECTRA ICAP",0.01,4,"ICAP SPECTRA (S.V.LABS)","EQL-1288-070","100","0","T"
12128,"Lead (TSP) STP",1,70,"7","24 HOUR",77,"Micrograms","HI-VOL","EMISSION SPECTRA ICAP",0.01,4,"ICAP SPECTRA (S.V.LABS)","EQL-1288-070","100","0","T"
12128,"Lead (TSP) STP",1,70,"7","24 HOUR",83,"Cubic meters/minute STP","HI-VOL","EMISSION SPECTRA ICAP",0.01,4,"ICAP SPECTRA (S.V.LABS)","EQL-1288-070","100","0","T"
12128,"Lead (TSP) STP",1,70,"7","24 HOUR",119,"Cubic meters/minute LC","HI-VOL","EMISSION SPECTRA ICAP",0.01,4,"ICAP SPECTRA (S.V.LABS)","EQL-1288-070","100","0","T"
12128,"Lead (TSP) STP",1,72,"7","24 HOUR",1,"Micrograms/cubic meter (25 C)","HI-VOL","X-RAY FLUORESCENCE (EDXRF)",0.0075,4,"Pb-TSP/ENERGY-DISP XREF","EQL-0589-072","100","0","T"
12128,"Lead (TSP) STP",1,72,"7","24 HOUR",72,"Cubic feet/minute STP","HI-VOL","X-RAY FLUORESCENCE (EDXRF)",0.0075,4,"Pb-TSP/ENERGY-DISP XREF","EQL-0589-072","100","0","T"
12128,"Lead (TSP) STP",1,72,"7","24 HOUR",77,"Micrograms","HI-VOL","X-RAY FLUORESCENCE (EDXRF)",0.0075,4,"Pb-TSP/ENERGY-DISP XREF","EQL-0589-072","100","0","T"
12128,"Lead (TSP) STP",1,72,"7","24 HOUR",83,"Cubic meters/minute STP","HI-VOL","X-RAY FLUORESCENCE (EDXRF)",0.0075,4,"Pb-TSP/ENERGY-DISP XREF","EQL-0589-072","100","0","T"
12128,"Lead (TSP) STP",1,72,"7","24 HOUR",119,"Cubic meters/minute LC","HI-VOL","X-RAY FLUORESCENCE (EDXRF)",0.0075,4,"Pb-TSP/ENERGY-DISP XREF","EQL-0589-072","100","0","T"
12128,"Lead (TSP) STP",1,72,"C","COMPOSITE DATA",1,"Micrograms/cubic meter (25 C)","HI-VOL","X-RAY FLUORESCENCE (EDXRF)",0.0075,4,"Pb-TSP/ENERGY-DISP XREF","EQL-0589-072","100","0","T"
12128,"Lead (TSP) STP",1,72,"C","COMPOSITE DATA",72,"Cubic feet/minute STP","HI-VOL","X-RAY FLUORESCENCE (EDXRF)",0.0075,4,"Pb-TSP/ENERGY-DISP XREF","EQL-0589-072","100","0","T"
12128,"Lead (TSP) STP",1,72,"C","COMPOSITE DATA",77,"Micrograms","HI-VOL","X-RAY FLUORESCENCE (EDXRF)",0.0075,4,"Pb-TSP/ENERGY-DISP XREF","EQL-0589-072","100","0","T"
12128,"Lead (TSP) STP",1,72,"C","COMPOSITE DATA",83,"Cubic meters/minute STP","HI-VOL","X-RAY FLUORESCENCE (EDXRF)",0.0075,4,"Pb-TSP/ENERGY-DISP XREF","EQL-0589-072","100","0","T"
12128,"Lead (TSP) STP",1,72,"C","COMPOSITE DATA",119,"Cubic meters/minute LC","HI-VOL","X-RAY FLUORESCENCE (EDXRF)",0.0075,4,"Pb-TSP/ENERGY-DISP XREF","EQL-0589-072","100","0","T"
12128,"Lead (TSP) STP",1,74,"7","24 HOUR",72,"Cubic feet/minute STP","LO-VOL","ATOMIC ABSORPTION",0.002,4,"None","None","100","0","T"
12128,"Lead (TSP) STP",1,74,"7","24 HOUR",77,"Micrograms","LO-VOL","ATOMIC ABSORPTION",0.002,4,"None","None","100","0","T"
12128,"Lead (TSP) STP",1,74,"7","24 HOUR",83,"Cubic meters/minute STP","LO-VOL","ATOMIC ABSORPTION",0.002,4,"None","None","100","0","T"
12128,"Lead (TSP) STP",1,74,"7","24 HOUR",119,"Cubic meters/minute LC","LO-VOL","ATOMIC ABSORPTION",0.002,4,"None","None","100","0","T"
12128,"Lead (TSP) STP",1,74,"8","1 MONTH",1,"Micrograms/cubic meter (25 C)","LO-VOL","ATOMIC ABSORPTION",0.002,4,"None","None","100","0","T"
12128,"Lead (TSP) STP",1,74,"8","1 MONTH",2,"Micrograms/cubic meter (0 C)","LO-VOL","ATOMIC ABSORPTION",0.002,4,"None","None","100","0","T"
12128,"Lead (TSP) STP",1,80,"7","24 HOUR",1,"Micrograms/cubic meter (25 C)","HI-VOL","EMISSION SPECTRA ICAP",0.01,4,"ICAP SPECTRA (NEW HAMPSHIRE)","EQL-1290-080","100","0","T"
12128,"Lead (TSP) STP",1,80,"7","24 HOUR",72,"Cubic feet/minute STP","HI-VOL","EMISSION SPECTRA ICAP",0.01,4,"ICAP SPECTRA (NEW HAMPSHIRE)","EQL-1290-080","100","0","T"
12128,"Lead (TSP) STP",1,80,"7","24 HOUR",77,"Micrograms","HI-VOL","EMISSION SPECTRA ICAP",0.01,4,"ICAP SPECTRA (NEW HAMPSHIRE)","EQL-1290-080","100","0","T"
12128,"Lead (TSP) STP",1,80,"7","24 HOUR",83,"Cubic meters/minute STP","HI-VOL","EMISSION SPECTRA ICAP",0.01,4,"ICAP SPECTRA (NEW HAMPSHIRE)","EQL-1290-080","100","0","T"
12128,"Lead (TSP) STP",1,80,"7","24 HOUR",119,"Cubic meters/minute LC","HI-VOL","EMISSION SPECTRA ICAP",0.01,4,"ICAP SPECTRA (NEW HAMPSHIRE)","EQL-1290-080","100","0","T"
12128,"Lead (TSP) STP",1,80,"C","COMPOSITE DATA",1,"Micrograms/cubic meter (25 C)","HI-VOL","EMISSION SPECTRA ICAP",0.01,4,"ICAP SPECTRA (NEW HAMPSHIRE)","EQL-1290-080","100","0","T"
12128,"Lead (TSP) STP",1,80,"C","COMPOSITE DATA",72,"Cubic feet/minute STP","HI-VOL","EMISSION SPECTRA ICAP",0.01,4,"ICAP SPECTRA (NEW HAMPSHIRE)","EQL-1290-080","100","0","T"
12128,"Lead (TSP) STP",1,80,"C","COMPOSITE DATA",77,"Micrograms","HI-VOL","EMISSION SPECTRA ICAP",0.01,4,"ICAP SPECTRA (NEW HAMPSHIRE)","EQL-1290-080","100","0","T"
12128,"Lead (TSP) STP",1,80,"C","COMPOSITE DATA",83,"Cubic meters/minute STP","HI-VOL","EMISSION SPECTRA ICAP",0.01,4,"ICAP SPECTRA (NEW HAMPSHIRE)","EQL-1290-080","100","0","T"
12128,"Lead (TSP) STP",1,80,"C","COMPOSITE DATA",119,"Cubic meters/minute LC","HI-VOL","EMISSION SPECTRA ICAP",0.01,4,"ICAP SPECTRA (NEW HAMPSHIRE)","EQL-1290-080","100","0","T"
12128,"Lead (TSP) STP",1,85,"7","24 HOUR",1,"Micrograms/cubic meter (25 C)","HI-VOL","EMISSION SPECTRA ICAP",0.01,4,"ICAP SPECTRA (KANSAS)","EQL-0592-085","100","0","T"
12128,"Lead (TSP) STP",1,85,"7","24 HOUR",72,"Cubic feet/minute STP","HI-VOL","EMISSION SPECTRA ICAP",0.01,4,"ICAP SPECTRA (KANSAS)","EQL-0592-085","100","0","T"
12128,"Lead (TSP) STP",1,85,"7","24 HOUR",77,"Micrograms","HI-VOL","EMISSION SPECTRA ICAP",0.01,4,"ICAP SPECTRA (KANSAS)","EQL-0592-085","100","0","T"
12128,"Lead (TSP) STP",1,85,"7","24 HOUR",83,"Cubic meters/minute STP","HI-VOL","EMISSION SPECTRA ICAP",0.01,4,"ICAP SPECTRA (KANSAS)","EQL-0592-085","100","0","T"
12128,"Lead (TSP) STP",1,85,"7","24 HOUR",119,"Cubic meters/minute LC","HI-VOL","EMISSION SPECTRA ICAP",0.01,4,"ICAP SPECTRA (KANSAS)","EQL-0592-085","100","0","T"
12128,"Lead (TSP) STP",1,86,"7","24 HOUR",1,"Micrograms/cubic meter (25 C)","HI-VOL","EMISSION SPECTRA ICAP",0.01,4,"ICAP SPECTRA (PENNSYLVANIA)","EQL-0592-086","100","0","T"
12128,"Lead (TSP) STP",1,86,"7","24 HOUR",72,"Cubic feet/minute STP","HI-VOL","EMISSION SPECTRA ICAP",0.01,4,"ICAP SPECTRA (PENNSYLVANIA)","EQL-0592-086","100","0","T"
12128,"Lead (TSP) STP",1,86,"7","24 HOUR",77,"Micrograms","HI-VOL","EMISSION SPECTRA ICAP",0.01,4,"ICAP SPECTRA (PENNSYLVANIA)","EQL-0592-086","100","0","T"
12128,"Lead (TSP) STP",1,86,"7","24 HOUR",83,"Cubic meters/minute STP","HI-VOL","EMISSION SPECTRA ICAP",0.01,4,"ICAP SPECTRA (PENNSYLVANIA)","EQL-0592-086","100","0","T"
12128,"Lead (TSP) STP",1,86,"7","24 HOUR",119,"Cubic meters/minute LC","HI-VOL","EMISSION SPECTRA ICAP",0.01,4,"ICAP SPECTRA (PENNSYLVANIA)","EQL-0592-086","100","0","T"
12128,"Lead (TSP) STP",1,89,"7","24 HOUR",1,"Micrograms/cubic meter (25 C)","HI-VOL","ICP/MS W/QUARTZ FILTER",0.0547,4,"None","None","100","0","T"
12128,"Lead (TSP) STP",1,89,"7","24 HOUR",3,"Nanograms/cubic meter (25 C)","HI-VOL","ICP/MS W/QUARTZ FILTER",0.0547,4,"None","None","100","0","T"
12128,"Lead (TSP) STP",1,89,"7","24 HOUR",72,"Cubic feet/minute STP","HI-VOL","ICP/MS W/QUARTZ FILTER",0.0547,4,"None","None","100","0","T"
12128,"Lead (TSP) STP",1,89,"7","24 HOUR",77,"Micrograms","HI-VOL","ICP/MS W/QUARTZ FILTER",0.0547,4,"None","None","100","0","T"
12128,"Lead (TSP) STP",1,89,"7","24 HOUR",83,"Cubic meters/minute STP","HI-VOL","ICP/MS W/QUARTZ FILTER",0.0547,4,"None","None","100","0","T"
12128,"Lead (TSP) STP",1,89,"7","24 HOUR",119,"Cubic meters/minute LC","HI-VOL","ICP/MS W/QUARTZ FILTER",0.0547,4,"None","None","100","0","T"
12128,"Lead (TSP) STP",1,90,"7","24 HOUR",1,"Micrograms/cubic meter (25 C)","HI-VOL","EMISSION SPECTRA ICAP",0.003,4,"None","None","100","0","T"
12128,"Lead (TSP) STP",1,90,"7","24 HOUR",3,"Nanograms/cubic meter (25 C)","HI-VOL","EMISSION SPECTRA ICAP",0.003,4,"None","None","100","0","T"
12128,"Lead (TSP) STP",1,90,"7","24 HOUR",77,"Micrograms","HI-VOL","EMISSION SPECTRA ICAP",0.003,4,"None","None","100","0","T"
12128,"Lead (TSP) STP",1,90,"7","24 HOUR",119,"Cubic meters/minute LC","HI-VOL","EMISSION SPECTRA ICAP",0.003,4,"None","None","100","0","T"
12128,"Lead (TSP) STP",1,90,"C","COMPOSITE DATA",1,"Micrograms/cubic meter (25 C)","HI-VOL","EMISSION SPECTRA ICAP",0.003,4,"None","None","100","0","T"
12128,"Lead (TSP) STP",1,92,"7","24 HOUR",1,"Micrograms/cubic meter (25 C)","HI-VOL","ATOMIC ABSORPTION",0.002,4,"None","None","100","0","T"
12128,"Lead (TSP) STP",1,92,"7","24 HOUR",2,"Micrograms/cubic meter (0 C)","HI-VOL","ATOMIC ABSORPTION",0.002,4,"None","None","100","0","T"
12128,"Lead (TSP) STP",1,92,"7","24 HOUR",3,"Nanograms/cubic meter (25 C)","HI-VOL","ATOMIC ABSORPTION",0.002,4,"None","None","100","0","T"
12128,"Lead (TSP) STP",1,92,"7","24 HOUR",72,"Cubic feet/minute STP","HI-VOL","ATOMIC ABSORPTION",0.002,4,"None","None","100","0","T"
12128,"Lead (TSP) STP",1,92,"7","24 HOUR",77,"Micrograms","HI-VOL","ATOMIC ABSORPTION",0.002,4,"None","None","100","0","T"
12128,"Lead (TSP) STP",1,92,"7","24 HOUR",83,"Cubic meters/minute STP","HI-VOL","ATOMIC ABSORPTION",0.002,4,"None","None","100","0","T"
12128,"Lead (TSP) STP",1,92,"7","24 HOUR",119,"Cubic meters/minute LC","HI-VOL","ATOMIC ABSORPTION",0.002,4,"None","None","100","0","T"
12128,"Lead (TSP) STP",1,92,"8","1 MONTH",77,"Micrograms","HI-VOL","ATOMIC ABSORPTION",0.002,4,"None","None","100","0","T"
12128,"Lead (TSP) STP",1,92,"C","COMPOSITE DATA",1,"Micrograms/cubic meter (25 C)","HI-VOL","ATOMIC ABSORPTION",0.002,4,"None","None","100","0","T"
12128,"Lead (TSP) STP",1,92,"C","COMPOSITE DATA",2,"Micrograms/cubic meter (0 C)","HI-VOL","ATOMIC ABSORPTION",0.002,4,"None","None","100","0","T"
12128,"Lead (TSP) STP",1,92,"C","COMPOSITE DATA",3,"Nanograms/cubic meter (25 C)","HI-VOL","ATOMIC ABSORPTION",0.002,4,"None","None","100","0","T"
12128,"Lead (TSP) STP",1,92,"C","COMPOSITE DATA",72,"Cubic feet/minute STP","HI-VOL","ATOMIC ABSORPTION",0.002,4,"None","None","100","0","T"
12128,"Lead (TSP) STP",1,92,"C","COMPOSITE DATA",77,"Micrograms","HI-VOL","ATOMIC ABSORPTION",0.002,4,"None","None","100","0","T"
12128,"Lead (TSP) STP",1,92,"C","COMPOSITE DATA",83,"Cubic meters/minute STP","HI-VOL","ATOMIC ABSORPTION",0.002,4,"None","None","100","0","T"
12128,"Lead (TSP) STP",1,92,"C","COMPOSITE DATA",119,"Cubic meters/minute LC","HI-VOL","ATOMIC ABSORPTION",0.002,4,"None","None","100","0","T"
